Número da pesquisa,Título,Link da pesquisa,Data,Local,Instituto de pesquisa
00747,19 SALÃO DO AUTOMÓVEL,https://www.cesop.unicamp.br/por/banco_de_dados/v/1159,10/1996,SÃO PAULO/CAP,DATAFOLHA
00748,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO PAULO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1160,10/1996,SÃO PAULO/CAP,DATAFOLHA
00749,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO JOSÉ DOS CAMPOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1161,10/1996,SÃO JOSÉ DOS CAMPOS/SP,DATAFOLHA
00750,INTENÇÃO DE VOTO PARA PREFEITO DO RIO DE JANEIRO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1162,11/1996,RIO DE JANEIRO/CAP,DATAFOLHA
00751,INTENÇÃO DE VOTO PARA PREFEITO DE BELO HORIZONTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1163,10/1996,BELO HORIZONTE/MG,DATAFOLHA
00752,INTENÇÃO DE VOTO PARA PREFEITO DE FLORIANÓPOLIS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1164,10/1996,FLORIANÓPOLIS/SC,DATAFOLHA
00753,INTENÇÃO DE VOTO PARA PREFEITO DE CAMPO GRANDE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1165,10/1996,CAMPO GRANDE/MS,DATAFOLHA
00754,INTENÇÃO DE VOTO PARA PREFEITO DE CAMPINAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1166,11/1996,CAMPINAS/SP,DATAFOLHA
00755,INTENÇÃO DE VOTO PARA PREFEITO DE SOROCABA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1167,10/1996,SOROCABA/SP,DATAFOLHA
00756,INTENÇÃO DE VOTO PARA PREFEITO DE RIBEIRÃO PRETO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1168,10/1996,RIBEIRÃO PRETO/SP,DATAFOLHA
00757,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO BERNARDO DO CAMPO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1169,10/1996,SÃO BERNARDO DO CAMPO/SP,DATAFOLHA
00758,INTENÇÃO DE VOTO PARA PREFEITO DE SANTOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1170,11/1996,SANTOS/SP,DATAFOLHA
00759,INTENÇÃO DE VOTO PARA PREFEITO DE LONDRINA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1171,11/1996,LONDRINA/PR,DATAFOLHA
00760,INTENÇÃO DE VOTO PARA PREFEITO DE GOIÂNIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1172,10/1996,GOIÂNIA/GO,DATAFOLHA
00761,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO PAULO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1173,11/1996,SÃO PAULO/CAP,DATAFOLHA
00762,INTENÇÃO DE VOTO PARA PREFEITO DO RIO DE JANEIRO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1174,11/1996,RIO DE JANEIRO/CAP,DATAFOLHA
00763,INTENÇÃO DE VOTO PARA PREFEITO DE CAMPINAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1175,11/1996,CAMPINAS/SP,DATAFOLHA
00764,INTENÇÃO DE VOTO PARA PREFEITO DE SOROCABA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1176,11/1996,SOROCABA/SP,DATAFOLHA
00765,INTENÇÃO DE VOTO PARA PREFEITO DE RIBEIRÃO PRETO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1177,11/1996,RIBEIRÃO PRETO/SP,DATAFOLHA
00766,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO BERNARDO DO CAMPO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1178,11/1996,SÃO BERNARDO DO CAMPO/SP,DATAFOLHA
00767,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO JOSÉ DOS CAMPOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1179,11/1996,SÃO JOSÉ DOS CAMPOS/SP,DATAFOLHA
00768,INTENÇÃO DE VOTO PARA PREFEITO DE LONDRINA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1180,11/1996,LONDRINA/PR,DATAFOLHA
00769,INTENÇÃO DE VOTO PARA PREFEITO DE CAMPO GRANDE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1181,11/1996,CAMPO GRANDE/MS,DATAFOLHA
00770,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO PAULO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1182,11/1996,SÃO PAULO/CAP,DATAFOLHA
00771,INTENÇÃO DE VOTO PARA PREFEITO DO RIO DE JANEIRO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1183,11/1996,RIO DE JANEIRO/CAP,DATAFOLHA
00772,INTENÇÃO DE VOTO PARA PREFEITO DE BELO HORIZONTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1184,11/1996,BELO HORIZONTE/MG,DATAFOLHA
00773,INTENÇÃO DE VOTO PARA PREFEITO DE FLORIANÓPOLIS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1185,11/1996,FLORIANÓPOLIS/SC,DATAFOLHA
00774,INTENÇÃO DE VOTO PARA PREFEITO DE GOIÂNIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1186,11/1996,GOIÂNIA/GO,DATAFOLHA
00775,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO LUÍS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1187,11/1996,SÃO LUÍS/MA,DATAFOLHA
00776,INTENÇÃO DE VOTO PARA PREFEITO DE CAMPINAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1188,01/11/1996,CAMPINAS/SP,DATAFOLHA
00778,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO BERNARDO DO CAMPO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1189,11/1996,SÃO BERNARDO DO CAMPO/SP,DATAFOLHA
00779,INTENÇÃO DE VOTO PARA PREFEITO DE SANTOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1190,11/1996,SANTOS/SP,DATAFOLHA
00780,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO JOSÉ DOS CAMPOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1191,11/1996,SÃO JOSÉ DOS CAMPOS/SP,DATAFOLHA
00781,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO PAULO/ PRINCIPAL PROBLEMA DA CIDADE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1192,11/1996,SÃO PAULO/CAP,DATAFOLHA
00782,"AVALIAÇÃO FERNANDO HENRIQUE AVALIAÇÃO GOVERNADOR DE SÃO PAULO REELEIÇÃO PRESIDENTE, GOVERNADORES, PREFEITOS INTENÇÃO DE VOTO PARA PRESIDENTE AVALIAÇÃO CONGRESSO NACIONAL AVALIAÇÃO REAL /BRASIL VIÁVEL HÁBITOS DE INFORMAÇÃO",https://www.cesop.unicamp.br/por/banco_de_dados/v/1193,12/1996,SÃO PAULO/SP,DATAFOLHA
00783,AVALIAÇÃO FERNANDO HENRIQUE (2 anos)/ AVALIAÇÃO REAL (2 anos e 6 meses)/ REELEIÇÃO PRESIDENTE/ GOVERNADORES/PREFEITOS INTENÇÃO DE VOTO PARA PRESIDENTE/ BRASIL VIÁVEL/ AVALIAÇÃO CONGRESSO NACIONAL/ HÁBITOS DE INFORMAÇÃO/ AVALIAÇÃO GOVERNADOR DO RIO DE JANEIRO (2 anos),https://www.cesop.unicamp.br/por/banco_de_dados/v/1194,12/1996,RIO DE JANEIRO/RJ,DATAFOLHA
00784,AVALIAÇÃO FERNANDO HENRIQUE (2 anos)/ AVALIAÇÃO REAL (2 anos e 6 meses)/ REELEIÇÃO PRESIDENTE/ GOVERNADORES/PREFEITOS INTENÇÃO DE VOTO PARA PRESIDENTE/ BRASIL VIÁVEL/ AVALIAÇÃO CONGRESSO NACIONAL/ HÁBITOS DE INFORMAÇÃO/ AVALIAÇÃO GOVERNADOR DE MINAS GERAIS (2 anos),https://www.cesop.unicamp.br/por/banco_de_dados/v/1195,12/1996,MINAS GERAIS/MG,DATAFOLHA
00785,AVALIAÇÃO FERNANDO HENRIQUE (2 anos)/ AVALIAÇÃO REAL (2 anos e 6 meses)/ REELEIÇÃO PRESIDENTE/ GOVERNADORES/PREFEITOS INTENÇÃO DE VOTO PARA PRESIDENTE/ BRASIL VIÁVEL/ AVALIAÇÃO CONGRESSO NACIONAL/ HÁBITOS DE INFORMAÇÃO/ AVALIAÇÃO GOVERNADOR DO PARANÁ (2 anos),https://www.cesop.unicamp.br/por/banco_de_dados/v/1197,12/1996,PARANÁ/PR,DATAFOLHA
00786,AVALIAÇÃO FERNANDO HENRIQUE (2 anos)/ AVALIAÇÃO REAL (2 anos e 6 meses)/ REELEIÇÃO PRESIDENTE/ GOVERNADORES/PREFEITOS INTENÇÃO DE VOTO PARA PRESIDENTE/ BRASIL VIÁVEL/ AVALIAÇÃO CONGRESSO NACIONAL/ HÁBITOS DE INFORMAÇÃO/ AVALIAÇÃO GOVERNADOR DE SANTA CATARINA (2 anos),https://www.cesop.unicamp.br/por/banco_de_dados/v/1198,12/1996,SANTA CATARINA/SC,DATAFOLHA
00787,AVALIAÇÃO FERNANDO HENRIQUE (2 anos)/ AVALIAÇÃO REAL (2 anos e 6 meses)/ REELEIÇÃO PRESIDENTE/ GOVERNADORES/PREFEITOS INTENÇÃO DE VOTO PARA PRESIDENTE/ BRASIL VIÁVEL/ AVALIAÇÃO CONGRESSO NACIONAL/ HÁBITOS DE INFORMAÇÃO/ AVALIAÇÃO GOVERNADOR DO RIO GRANDE DO SUL (2 anos),https://www.cesop.unicamp.br/por/banco_de_dados/v/1199,12/1996,RIO GRANDE DO SUL/RS,DATAFOLHA
00788,AVALIAÇÃO FERNANDO HENRIQUE (2 anos)/ AVALIAÇÃO REAL (2 anos e 6 meses)/ REELEIÇÃO PRESIDENTE/ GOVERNADORES/PREFEITOS INTENÇÃO DE VOTO PARA PRESIDENTE/ BRASIL VIÁVEL/ AVALIAÇÃO CONGRESSO NACIONAL/ HÁBITOS DE INFORMAÇÃO/ AVALIAÇÃO GOVERNADOR DO MATO GROSSO DO SUL (2 anos),https://www.cesop.unicamp.br/por/banco_de_dados/v/1200,12/1996,MATO GROSSO DO SUL/MS,DATAFOLHA
00789,AVALIAÇÃO FERNANDO HENRIQUE (2 anos)/ AVALIAÇÃO REAL (2 anos e 6 meses)/ REELEIÇÃO PRESIDENTE/ GOVERNADORES/PREFEITOS INTENÇÃO DE VOTO PARA PRESIDENTE/ BRASIL VIÁVEL/ AVALIAÇÃO CONGRESSO NACIONAL/ HÁBITOS DE INFORMAÇÃO/ AVALIAÇÃO GOVERNADOR DE GOIAS (2 anos),https://www.cesop.unicamp.br/por/banco_de_dados/v/1201,12/1996,GOIÁS/GO,DATAFOLHA
00790,AVALIAÇÃO FERNANDO HENRIQUE (2 anos)/ AVALIAÇÃO REAL (2 anos e 6 meses)/ REELEIÇÃO PRESIDENTE/ GOVERNADORES/PREFEITOS INTENÇÃO DE VOTO PARA PRESIDENTE/ BRASIL VIÁVEL/ AVALIAÇÃO CONGRESSO NACIONAL/ HÁBITOS DE INFORMAÇÃO/ AVALIAÇÃO GOVERNADOR DISTRITO FEDERAL (2 anos),https://www.cesop.unicamp.br/por/banco_de_dados/v/1202,12/1996,DISTRITO FEDERAL/DF,DATAFOLHA
00791,AVALIAÇÃO FERNANDO HENRIQUE (2 anos)/ AVALIAÇÃO REAL (2 anos e 6 meses)/ REELEIÇÃO PRESIDENTE/ GOVERNADORES/PREFEITOS INTENÇÃO DE VOTO PARA PRESIDENTE/ BRASIL VIÁVEL/ AVALIAÇÃO CONGRESSO NACIONAL/ HÁBITOS DE INFORMAÇÃO/ AVALIAÇÃO GOVERNADOR DE BAHIA (2 anos),https://www.cesop.unicamp.br/por/banco_de_dados/v/1203,12/1996,BAHIA/BA,DATAFOLHA
00792,AVALIAÇÃO FERNANDO HENRIQUE (2 anos)/ AVALIAÇÃO REAL (2 anos e 6 meses)/ REELEIÇÃO PRESIDENTE/ GOVERNADORES/PREFEITOS INTENÇÃO DE VOTO PARA PRESIDENTE/ BRASIL VIÁVEL/ AVALIAÇÃO CONGRESSO NACIONAL/ HÁBITOS DE INFORMAÇÃO/ AVALIAÇÃO GOVERNADOR DE PERNAMBUCO (2 anos),https://www.cesop.unicamp.br/por/banco_de_dados/v/1204,12/1996,PERNAMBUCO/PE,DATAFOLHA
00793,AVALIAÇÃO FERNANDO HENRIQUE (2 anos)/ AVALIAÇÃO REAL (2 anos e 6 meses)/ REELEIÇÃO PRESIDENTE/ GOVERNADORES/PREFEITOS INTENÇÃO DE VOTO PARA PRESIDENTE/ BRASIL VIÁVEL/ AVALIAÇÃO CONGRESSO NACIONAL/ HÁBITOS DE INFORMAÇÃO/ AVALIAÇÃO GOVERNADOR DO CEARÁ (2 anos),https://www.cesop.unicamp.br/por/banco_de_dados/v/1205,12/1996,CEARÁ/CE,DATAFOLHA
00794,AVALIAÇÃO PREFEITO DE SÃO PAULO (3 anos e 11 meses)/ EXPECTATIVA PREFEITO ELEITO DE SÃO PAULO/ PRINCIPAL PROBLEMA DA CIDADE DE SÃO PAULO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1206,12/1996,SÃO PAULO/CAP,DATAFOLHA
00795,AVALIAÇÃO PREFEITO DO RIO DE JANEIRO (3 anos e 11 meses)/ EXPECTATIVA PREFEITO ELEITO DO RIO DE JANEIRO/ PRINCIPAL PROBLEMA DA CIDADE DO RIO DE JANEIRO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1207,12/1996,RIO DE JANEIRO/CAP,DATAFOLHA
00796,AVALIAÇÃO PREFEITO DE BELO HORIZONTE (3 anos e 11 meses)/ EXPECTATIVA PREFEITO ELEITO DE BELO HORIZONTE/ PRINCIPAL PROBLEMA DA CIDADE DE BELO HORIZONTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1208,12/1996,BELO HORIZONTE/MG,DATAFOLHA
00797,AVALIAÇÃO PREFEITO DE CURITIBA (3 anos e 11 meses)/ EXPECTATIVA PREFEITO ELEITO DE CURITIBA/ PRINCIPAL PROBLEMA DA CIDADE DE CURITIBA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1209,12/1996,CURITIBA/PR,DATAFOLHA
00798,AVALIAÇÃO PREFEITO DE FLORIANÓPOLIS (3 anos e 11 meses)/ EXPECTATIVA PREFEITO ELEITO DE FLORIANÓPOLIS/ PRINCIPAL PROBLEMA DA CIDADE DE FLORIANÓPOLIS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1210,12/1996,FLORIANÓPOLIS/SC,DATAFOLHA
00799,MEIOS DE COMUNICAÇÃO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1211,01/1997,"SPcap, RJcap e Brasília",DATAFOLHA
00800,CONGRESSO NACIONAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/913,01/1997,DISTRITO FEDERAL/DF,DATAFOLHA
00801,ANIVERSÁRIO DE SÃO PAULO,https://www.cesop.unicamp.br/por/banco_de_dados/v/914,01/1997,SÃO PAULO/CAP,DATAFOLHA
00803,CRIANÇAS QUE TRABALHAM,https://www.cesop.unicamp.br/por/banco_de_dados/v/916,03/1997,SÃO PAULO/CAP,DATAFOLHA
00804,AVALIAÇÃO DO PREFEITO CELSO PITTA/ PRECATÓRIOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/917,03/1997,SÃO PAULO/CAP,DATAFOLHA
00805,IMAGEM DA POLÍCIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/918,04/1997,SÃO PAULO/CAP,DATAFOLHA
00806,MARCHA DOS SEM-TERRA,https://www.cesop.unicamp.br/por/banco_de_dados/v/919,02/1997,MT/MG/SP,DATAFOLHA
00807,MERCADO DE VOTO,https://www.cesop.unicamp.br/por/banco_de_dados/v/920,05/1997,SÃO PAULO/CAP,DATAFOLHA
00808,RODÍZIO DE VEÍCULOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/922,06/1997,SÃO PAULO/CAP,DATAFOLHA
00809,AVALIAÇÃO FERNANDO HENRIQUE CARDOSO (2 ANOS) / AVALIAÇÃO REAL (3 ANOS) / INTENÇÃO DE VOTO PARA PRESIDENTE / AVALIAÇÃO DO CONGRESSO NACIONAL / AVALIAÇÃO GOVERNADOR DO DISTRITO FEDERAL (2 ANOS E 6 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/921,06/1997,BRASIL,DATAFOLHA
00810,AVALIAÇÃO FERNANDO HENRIQUE CARDOSO (2 ANOS) / AVALIAÇÃO REAL (3 ANOS) / INTENÇÃO DE VOTO PARA PRESIDENTE / AVALIAÇÃO DO CONGRESSO NACIONAL / AVALIAÇÃO GOVERNADOR DO RIO DE JANEIRO (2 ANOS E 6 MESES) / AVALIAÇÃO DO PREFEITO DO RIO DE JANEIRO (6 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/923,06/1997,RIO DE JANEIRO/CAP,DATAFOLHA
00811,AVALIAÇÃO FERNANDO HENRIQUE CARDOSO (2 ANOS) / AVALIAÇÃO REAL (3 ANOS) / INTENÇÃO DE VOTO PARA PRESIDENTE / AVALIAÇÃO DO CONGRESSO NACIONAL / AVALIAÇÃO GOVERNADOR DE SÃO PAULO (2 ANOS E 6 MESES) / AVALIAÇÃO DO PREFEITO DE SÃO PAULO (6 MESES,https://www.cesop.unicamp.br/por/banco_de_dados/v/924,06/1997,SÃO PAULO/CAP,DATAFOLHA
00812,AVALIAÇÃO FERNANDO HENRIQUE CARDOSO (2 ANOS) / AVALIAÇÃO REAL (3 ANOS) / INTENÇÃO DE VOTO PARA PRESIDENTE / AVALIAÇÃO DO CONGRESSO NACIONAL / AVALIAÇÃO GOVERNADOR DE MINAS GERAIS (2 ANOS E 6 MESES) / AVALIAÇÃO DO PREFEITO DE BELO HORIZONTE (6 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/925,06/1997,BELO HORIZONTE/MG,DATAFOLHA
00813,AVALIAÇÃO FERNANDO HENRIQUE CARDOSO (2 ANOS) / AVALIAÇÃO REAL (3 ANOS) / INTENÇÃO DE VOTO PARA PRESIDENTE / AVALIAÇÃO DO CONGRESSO NACIONAL / AVALIAÇÃO GOVERNADOR DO RIO GRANDE DO SUL (2 ANOS E 6 MESES) / AVALIAÇÃO DO PREFEITO DE PORTO ALEGRE (6 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/926,06/1997,PORTO ALEGRE/RS,DATAFOLHA
00814,AVALIAÇÃO FERNANDO HENRIQUE CARDOSO (2 ANOS) / AVALIAÇÃO REAL (3 ANOS) / INTENÇÃO DE VOTO PARA PRESIDENTE / AVALIAÇÃO DO CONGRESSO NACIONAL / AVALIAÇÃO GOVERNADOR DO PARANÁ (2 ANOS E 6 MESES) / AVALIAÇÃO DO PREFEITO DE CURITIBA (6 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/927,06/1997,CURITIBA/PR,DATAFOLHA
00815,AVALIAÇÃO FERNANDO HENRIQUE CARDOSO (2 ANOS) / AVALIAÇÃO REAL (3 ANOS) / INTENÇÃO DE VOTO PARA PRESIDENTE / AVALIAÇÃO DO CONGRESSO NACIONAL / AVALIAÇÃO GOVERNADOR DE SANTA CATARINA (2 ANOS E 6 MESES) / AVALIAÇÃO DE FLORIANÓPOLIS (6 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/928,06/1997,FLORIANÓPOLIS/SC,DATAFOLHA
00816,AVALIAÇÃO FERNANDO HENRIQUE CARDOSO (2 ANOS) / AVALIAÇÃO REAL (3 ANOS) / INTENÇÃO DE VOTO PARA PRESIDENTE / AVALIAÇÃO DO CONGRESSO NACIONAL / AVALIAÇÃO GOVERNADOR DE GOIÁS (2 ANOS E 6 MESES) / AVALIAÇÃO DE GOIÂNIA (6 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/929,06/1997,GOIÂNIA/GO,DATAFOLHA
00817,AVALIAÇÃO FERNANDO HENRIQUE CARDOSO (2 ANOS) / AVALIAÇÃO REAL (3 ANOS) / INTENÇÃO DE VOTO PARA PRESIDENTE / AVALIAÇÃO DO CONGRESSO NACIONAL / AVALIAÇÃO GOVERNADOR DO MATO GROSSO DO SUL (2 ANOS E 6 MESES) / AVALIAÇÃO DO PREFEITO DE CAMPO GRANDE (6 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/930,06/1997,CAMPO GRANDE/MS,DATAFOLHA
00818,AVALIAÇÃO FERNANDO HENRIQUE CARDOSO (2 ANOS) / AVALIAÇÃO REAL (3 ANOS) / INTENÇÃO DE VOTO PARA PRESIDENTE / AVALIAÇÃO DO CONGRESSO NACIONAL / AVALIAÇÃO GOVERNADOR DE PERNAMBUCO (2 ANOS E 6 MESES) / AVALIAÇÃO DO PREFEITO DO RECIFE (6 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/931,06/1997,RECIFE/PE,DATAFOLHA
00819,AVALIAÇÃO FERNANDO HENRIQUE CARDOSO (2 ANOS) / AVALIAÇÃO REAL (3 ANOS) / INTENÇÃO DE VOTO PARA PRESIDENTE / AVALIAÇÃO DO CONGRESSO NACIONAL / AVALIAÇÃO GOVERNADOR DA BAHIA (2 ANOS E 6 MESES) / AVALIAÇÃO DO PREFEITO DE SALVADOR (6 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/932,06/1997,SALVADOR/BA,DATAFOLHA
00820,AVALIAÇÃO FERNANDO HENRIQUE CARDOSO (2 ANOS) / AVALIAÇÃO REAL (3 ANOS) / INTENÇÃO DE VOTO PARA PRESIDENTE / AVALIAÇÃO DO CONGRESSO NACIONAL / AVALIAÇÃO GOVERNADOR DO CEARÁ (2 ANOS E 6 MESES) / AVALIAÇÃO DO PREFEITO DE FORTALEZA (6 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/933,06/1997,FORTALEZA/CE,DATAFOLHA
00821,AVALIAÇÃO DAS PENAS ATRIBUÍDAS AOS DETENTOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/934,06/1997,SÃO PAULO/CAP,DATAFOLHA
00822,INTENÇÃO DE VOTO PARA GOVERNADOR DE SÃO PAULO/ AVALIAÇÃO DO RODÍZIO DE VEÍCULOS/ INTERFERÊNCIA DE MAIS DINHEIRO NO COMPORTAMENTO,https://www.cesop.unicamp.br/por/banco_de_dados/v/935,07/1997,SÃO PAULO/CAP,DATAFOLHA
00823,AVALIAÇÃO FERNANDO HENRIQUE CARDOSO/ AVALIAÇÃO PLANO REAL (2 anos e 11 meses)/ AVALIAÇÃO CONGRESSO NACIONAL/ GLOBALIZAÇÃO/ CONSUMO DE VINHO,https://www.cesop.unicamp.br/por/banco_de_dados/v/936,05/1997,BRASIL,DATAFOLHA
00824,AVALIAÇÃO DA POLÍTICA ECONÔMICA DE FHC/ AVALIAÇÃO DA CONJUNTURA ECONÔMICA BRASILEIRA,https://www.cesop.unicamp.br/por/banco_de_dados/v/937,05/1997,BRASIL,DATAFOLHA
00825,PAULISTAS FORA DO CAMPEONATO BRASILEIRO 97,https://www.cesop.unicamp.br/por/banco_de_dados/v/938,07/1997,SÃO PAULO/CAP,DATAFOLHA
00826,GREVE DA POLÍCIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/939,07/1997,CAPITAIS (VÁRIAS),DATAFOLHA
00827,PASSEATA EM SÃO PAULO,https://www.cesop.unicamp.br/por/banco_de_dados/v/940,07/1997,SÃO PAULO/CAP,DATAFOLHA
00828,ABORTO,https://www.cesop.unicamp.br/por/banco_de_dados/v/941,08/1997,SÃO PAULO/CAP,DATAFOLHA
00829,AVALIAÇÃO DA CONSTRUÇÃO DO SHOPPING EM HIGIANÓPOLIS/ AVALIAÇÃO DA CONSTRUÇÃO DO CENTRO COMERCIAL PINHEIROS,https://www.cesop.unicamp.br/por/banco_de_dados/v/942,10/1997,SÃO PAULO/CAP,DATAFOLHA
00830,AVALIAÇÃO DAS LOTAÇÕES,https://www.cesop.unicamp.br/por/banco_de_dados/v/943,10/1997,SÃO PAULO/CAP,DATAFOLHA
00834,PERFIL DOS MOTORISTAS DE LOTAÇÃO,https://www.cesop.unicamp.br/por/banco_de_dados/v/946,10/1997,SÃO PAULO/CAP,DATAFOLHA
00835,CAMPEONATO PAULISTA/ TORNEIO RIO-SP/ TAXA PARA TV CULTURA,https://www.cesop.unicamp.br/por/banco_de_dados/v/947,01/1997,SÃO PAULO/CAP,DATAFOLHA
00836,CRIANÇAS QUE TRABALHAM/ PRIVATIZAÇÃO DA VALE DO RIO DOCE,https://www.cesop.unicamp.br/por/banco_de_dados/v/948,04/1997,SÃO PAULO/CAP,DATAFOLHA
00837,AVALIAÇÃO FHC / AVALIAÇÃO CONGRESSO NACIONAL/ GLOBALIZAÇÃO/ CONSUMO DE VINHO,https://www.cesop.unicamp.br/por/banco_de_dados/v/949,05/1997,BRASIL,DATAFOLHA
00838,RODÍZIO DE CARROS/ CENTRO DE VOLUNTÁRIOS DE SP,https://www.cesop.unicamp.br/por/banco_de_dados/v/950,09/1997,SÃO PAULO/CAP,DATAFOLHA
00840,AVALIAÇÃO DA CONSTRUÇÃO DO CENTRO COMERCIAL EM PINHEIROS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1196,10/1997,SÃO PAULO/CAP,DATAFOLHA
00842,AVALIAÇÃO DA LEI PELÉ,https://www.cesop.unicamp.br/por/banco_de_dados/v/951,10/1997,SÃO PAULO/CAP,DATAFOLHA
00843,AVALIAÇÃO DA TAXA DE JUROS,https://www.cesop.unicamp.br/por/banco_de_dados/v/952,10/1997,SÃO PAULO/CAP,DATAFOLHA
00844,PROGRAMAÇÃO DE TV,https://www.cesop.unicamp.br/por/banco_de_dados/v/953,11/1997,SÃO PAULO/CAP,DATAFOLHA
00845,SEXUALIDADE DOS BRASILEIROS,https://www.cesop.unicamp.br/por/banco_de_dados/v/954,11/1997,BRASIL,DATAFOLHA
00846,PACOTE DE MEDIDAS ECONÔMICAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/955,11/1997,SÃO PAULO/CAP,DATAFOLHA
00848,ACEITAÇÃO DO HOMOSSEXUALISMO/ VIOLÊNCIA EM SÃO PAULO,https://www.cesop.unicamp.br/por/banco_de_dados/v/956,12/1997,SÃO PAULO/CAP,DATAFOLHA
00849,DOAÇÃO DE ÓRGÃOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/957,01/1998,SÃO PAULO/CAP,DATAFOLHA
00850,AVALIAÇÃO ZAGALLO/ FINAIS DO CAMPEONATO PAULISTA 98/ BRASIL X ARGENTINA,https://www.cesop.unicamp.br/por/banco_de_dados/v/958,04/1998,SÃO PAULO/CAP,DATAFOLHA
00852,AVALIAÇÃO PREFEITO DE SÃO PAULO/ PRINCIPAL PROBLEMA DA CIDADE DE SÃO PAULO,https://www.cesop.unicamp.br/por/banco_de_dados/v/960,11/1997,SÃO PAULO/CAP,DATAFOLHA
00853,FAMÍLIA BRASILEIRA,https://www.cesop.unicamp.br/por/banco_de_dados/v/4260,02/1998,BRASIL,DATAFOLHA
00854,BRASIL X ANDORRA/ AVALIAÇÃO ZAGALLO,https://www.cesop.unicamp.br/por/banco_de_dados/v/961,06/1998,SÃO PAULO/CAP,DATAFOLHA
00855,BRASIL X ATHLETIC DE BILBAO/ AVALIAÇÃO ZAGALLO,https://www.cesop.unicamp.br/por/banco_de_dados/v/962,05/1998,SÃO PAULO/CAP,DATAFOLHA
